SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),Trichodesmium Biomass Conversion factor (mg C/106 nifH copies),Trichodesmium Biomass (mg C m-3),UCYN-A nifH Gene (x106 copies m-3),UCYN-A Biomass Conversion factor (mg C/106 nifH copies),UCYN-B nifH Gene (x106 copies m-3),UCYN-B Biomass Conversion factor (mg C/106 nifH copies),UCYN-C nifH Gene (x106 copies m-3),UCYN-C Biomass Conversion factor (mg C/106 nifH copies),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia nifH Gene (x106 copies m-3),Richelia Biomass Conversion factor (mg C/106 nifH copies),Calothrix Associated Species,Calothrix nifH Gene  (x106 copies m-3),Calothrix Biomass Conversion factor (mg C/106 nifH copies),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes,Gamma A nifH Gene (x106 copies/m3),Gamma P nifH Gene (x106 copies/m3),CIII nifH Gene (x106 copies/m3)
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-17,-15.00,155.00,15,49.9335,0.3,14.980 ,0.0100,0.0002,215.6386,0.02,,,4.3128,"Rhizosolenia,Hemiaulus",0.7885,0.01,,,,0.0079,19.301,29.16,34.49,5.000,120.420,,0.09,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-17,-15.00,155.00,29,30.3330,0.3,9.100 ,0.0100,0.0002,62.3915,0.02,,,1.2478,"Rhizosolenia,Hemiaulus",0.4160,0.01,,,,0.0042,10.352,29.15,34.50,2.000,109.311,,0.12,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-17,-15.00,155.00,50,0.9810,0.3,0.294 ,0.0975,0.0002,1.8040,0.02,,,0.0361,"Rhizosolenia,Hemiaulus",0.0360,0.01,,,,0.0004,0.331,26.85,35.08,1.000,174.764,,0.13,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-17,-15.00,155.00,71,0.1410,0.3,0.042 ,0.0145,0.0002,0.2720,0.02,,,0.0054,"Rhizosolenia,Hemiaulus",0.0225,0.01,,,,0.0002,0.048,25.50,35.38,5.000,226.105,,0.50,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-17,-15.00,155.00,89,1.8760,0.3,0.563 ,0.0380,0.0002,0.2355,0.02,,,0.0047,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.568,25.01,35.55,2312.000,299.363,,0.42,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-17,-15.00,155.00,125,0.0460,0.3,0.014 ,0.0180,0.0002,0.3350,0.02,,,0.0067,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.021,23.57,35.74,7769.000,535.052,,0.18,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-17,-15.00,155.00,149,0.0000,0.3,0.000 ,0.0000,0.0002,0.1545,0.02,,,0.0031,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.003,22.71,35.88,8206.000,698.382,,0.05,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-18,-17.50,155.80,4,0.0417,0.3,0.013 ,7.6030,0.0002,30.3038,0.02,,,0.6076,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.620,28.21,34.75,1.429,115.016,,0.06,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-18,-17.50,155.80,15,0.0614,0.3,0.018 ,46.8320,0.0002,35.9170,0.02,,,0.7277,"Rhizosolenia,Hemiaulus",0.0819,0.01,,,,0.0008,0.747,27.90,34.79,1.558,95.500,,0.07,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-18,-17.50,155.80,30,0.1181,0.3,0.035 ,194.2580,0.0002,36.0982,0.02,,,0.7608,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.796,27.31,34.93,4.020,86.793,,0.16,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-18,-17.50,155.80,50,0.8637,0.3,0.259 ,48.6080,0.0002,12.5909,0.02,,,0.2615,"Rhizosolenia,Hemiaulus",0.2250,0.01,,,,0.0022,0.523,26.40,35.15,10.910,119.520,,0.18,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-18,-17.50,155.80,70,0.0000,0.3,0.000 ,154.1700,0.0002,1.1990,0.02,,,0.0548,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.055,25.79,35.22,63.069,121.621,,0.38,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-18,-17.50,155.80,99,0.0000,0.3,0.000 ,0.0620,0.0002,0.2441,0.02,,,0.0049,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.005,24.02,35.39,734.489,160.953,,0.28,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-18,-17.50,155.80,125,0.0000,0.3,0.000 ,0.0100,0.0002,0.1330,0.02,,,0.0027,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.003,22.79,35.50,2665.560,236.613,,0.06,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-18,-17.50,155.80,149,0.0000,0.3,0.000 ,,,0.3854,0.02,,,0.0077,"Rhizosolenia,Hemiaulus",0.0161,0.01,,,,0.0002,0.008,22.28,35.57,3919.510,444.980,,0.19,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-19,-20.00,156.61,4,2.1025,0.3,0.631 ,50.9276,0.0002,166.8601,0.02,,,3.3474,"Rhizosolenia,Hemiaulus",0.2129,0.01,,,,0.0021,3.980,27.66,34.93,7.072,113.515,,0.02,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-19,-20.00,156.61,16,0.1722,0.3,0.052 ,43.0400,0.0002,143.4113,0.02,,,2.8768,"Rhizosolenia,Hemiaulus",0.2729,0.01,,,,0.0027,2.931,27.55,34.92,2.481,123.423,,0.02,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-19,-20.00,156.61,30,0.7226,0.3,0.217 ,43.0200,0.0002,217.0456,0.02,,,4.3495,"Rhizosolenia,Hemiaulus",0.2762,0.01,,,,0.0028,4.569,27.48,34.95,15.213,101.205,,0.09,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-19,-20.00,156.61,50,2.0758,0.3,0.623 ,53.5680,0.0002,203.0806,0.02,,,4.0723,"Rhizosolenia,Hemiaulus",0.3487,0.01,,,,0.0035,4.699,27.43,34.96,2.452,103.907,,0.09,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-19,-20.00,156.61,71,0.0000,0.3,0.000 ,591.3110,0.0002,59.1627,0.02,,,1.3015,"Rhizosolenia,Hemiaulus",0.3728,0.01,,,,0.0037,1.305,25.91,35.34,5.028,92.198,,0.15,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-19,-20.00,156.61,100,0.0000,0.3,0.000 ,0.0230,0.0002,0.5153,0.02,,,0.0103,"Rhizosolenia,Hemiaulus",0.0208,0.01,,,,0.0002,0.011,24.29,35.35,25.555,90.697,,0.18,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-19,-20.00,156.61,121,0.2896,0.3,0.087 ,0.0120,0.0002,0.3558,0.02,,,0.0071,"Rhizosolenia,Hemiaulus",0.0248,0.01,,,,0.0002,0.094,23.56,35.50,815.953,194.279,,0.31,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-19,-20.00,156.61,150,0.0000,0.3,0.000 ,0.0160,0.0002,0.3240,0.02,,,0.0065,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.006,22.57,35.59,3017.530,321.281,,0.35,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-20,-22.50,157.43,5,0.0180,0.3,0.005 ,59.1190,0.0002,25.7663,0.02,,,0.5271,"Rhizosolenia,Hemiaulus",0.1458,0.01,,,,0.0015,0.534,27.08,35.14,3.592,98.353,,0.03,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-20,-22.50,157.43,15,2.4693,0.3,0.741 ,66.7870,0.0002,123.0635,0.02,,,2.4746,"Rhizosolenia,Hemiaulus",1.1860,0.01,,,,0.0119,3.227,27.07,35.14,1.522,107.060,,0.03,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-20,-22.50,157.43,31,0.0251,0.3,0.008 ,49.7160,0.0002,40.1485,0.02,,,0.8129,"Rhizosolenia,Hemiaulus",0.1290,0.01,,,,0.0013,0.822,27.00,35.14,7.379,110.212,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-20,-22.50,157.43,60,0.7424,0.3,0.223 ,717.6040,0.0002,29.6079,0.02,,,0.7357,"Rhizosolenia,Hemiaulus",0.6639,0.01,,,,0.0066,0.965,25.98,35.41,1.664,120.270,,0.12,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-20,-22.50,157.43,80,0.0000,0.3,0.000 ,0.7870,0.0002,0.3805,0.02,,,0.0078,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.008,24.08,35.40,1.963,111.113,,0.26,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-20,-22.50,157.43,95,0.0000,0.3,0.000 ,0.0380,0.0002,0.1869,0.02,,,0.0037,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.004,23.39,35.45,1370.350,208.691,,0.51,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-20,-22.50,157.43,125,0.0000,0.3,0.000 ,0.0310,0.0002,0.4016,0.02,,,0.0080,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.008,22.54,35.69,1827.460,212.594,,0.14,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-20,-22.50,157.43,149,0.0000,0.3,0.000 ,0.0130,0.0002,0.2220,0.02,,,0.0044,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.004,21.53,35.68,5313.950,374.273,,0.09,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-21,-25.00,158.27,5,0.0000,0.3,0.000 ,365.4030,0.0002,12.3494,0.02,,,0.3201,"Rhizosolenia,Hemiaulus",0.1821,0.01,,,,0.0018,0.322,25.81,35.39,2.279,93.399,,0.07,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-21,-25.00,158.27,15,1.4830,0.3,0.445 ,314.1150,0.0002,7.3077,0.02,,,0.2090,"Rhizosolenia,Hemiaulus",0.1864,0.01,,,,0.0019,0.656,25.80,35.39,3.061,69.980,,0.07,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-21,-25.00,158.27,30,2.0770,0.3,0.623 ,401.0990,0.0002,12.8943,0.02,,,0.3381,"Rhizosolenia,Hemiaulus",0.1488,0.01,,,,0.0015,0.963,25.81,35.39,3.821,83.191,,0.09,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-21,-25.00,158.27,50,0.0000,0.3,0.000 ,252.2010,0.0002,4.2913,0.02,,,0.1363,"Rhizosolenia,Hemiaulus",0.0266,0.01,,,,0.0003,0.137,25.80,35.39,2.581,93.999,,0.03,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-21,-25.00,158.27,70,0.0291,0.3,0.009 ,0.4260,0.0002,0.7900,0.02,,,0.0159,"Rhizosolenia,Hemiaulus",0.0328,0.01,,,,0.0003,0.025,24.72,35.46,2.732,108.110,,0.22,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-21,-25.00,158.27,96,0.0000,0.3,0.000 ,0.0140,0.0002,0.1100,0.02,,,0.0022,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.002,23.47,35.44,4.624,138.435,,0.14,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-21,-25.00,158.27,125,0.0000,0.3,0.000 ,0.0220,0.0002,0.0740,0.02,,,0.0015,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.001,22.33,35.58,3391.900,357.610,,0.19,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-21,-25.00,158.27,151,0.0000,0.3,0.000 ,0.0310,0.0002,0.3060,0.02,,,0.0061,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.006,21.46,35.66,4778.430,396.641,,0.08,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-27.50,159.12,5,0.0000,0.3,0.000 ,495.4490,0.0002,7.8287,0.02,,,0.2557,"Rhizosolenia,Hemiaulus",0.1077,0.01,,,,0.0011,0.257,25.30,35.67,7.471,55.268,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-27.50,159.12,15,5.9686,0.3,1.791 ,473.2810,0.0002,12.1250,0.02,,,0.3372,"Rhizosolenia,Hemiaulus",0.1071,0.01,,,,0.0011,2.129,25.30,35.67,9.400,92.198,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-27.50,159.12,30,0.4918,0.3,0.148 ,557.8170,0.0002,9.5983,0.02,,,0.3035,"Rhizosolenia,Hemiaulus",0.0241,0.01,,,,0.0002,0.451,25.27,35.67,2.879,80.789,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-27.50,159.12,51,1.1400,0.3,0.342 ,293.0360,0.0002,8.4124,0.02,,,0.2269,"Rhizosolenia,Hemiaulus",0.3500,0.01,,,,0.0035,0.572,25.11,35.72,11.483,67.128,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-27.50,159.12,75,,,,367.8510,0.0002,0.2262,0.02,,,0.0781,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.078,22.56,35.73,2.455,53.167,,0.17,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-27.50,159.12,110,0.0000,0.3,0.000 ,0.0920,0.0002,0.2817,0.02,,,0.0057,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.006,20.52,35.72,12.805,89.496,,0.04,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-27.50,159.12,125,0.0000,0.3,0.000 ,0.1260,0.0002,0.1610,0.02,,,0.0032,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.003,19.97,35.69,2308.670,277.146,,0.05,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-27.50,159.12,150,0.0100,0.3,0.003 ,0.0800,0.0002,0.1012,0.02,,,0.0020,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.005,19.61,35.72,3907.430,171.461,,0.12,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-30.00,160.00,5,0.1235,0.3,0.037 ,878.5760,0.0002,1.5470,0.02,,,0.2067,"Rhizosolenia,Hemiaulus",0.1970,0.01,,,,0.0020,0.246,24.29,35.74,5.368,54.968,,0.08,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-30.00,160.00,15,1.7050,0.3,0.512 ,1078.1650,0.0002,0.9040,0.02,,,0.2337,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.745,24.29,35.74,15.559,,,0.11,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-30.00,160.00,30,14.2405,0.3,4.272 ,1640.1405,0.0002,0.9370,0.02,,,0.3468,"Rhizosolenia,Hemiaulus",0.0710,0.01,,,,0.0007,4.620,24.13,35.89,5.075,42.958,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-30.00,160.00,49,1.5855,0.3,0.476 ,1852.3880,0.0002,1.3215,0.02,,,0.3969,"Rhizosolenia,Hemiaulus",0.2285,0.01,,,,0.0023,0.875,23.96,35.94,5.919,39.055,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-30.00,160.00,70,0.0000,0.3,0.000 ,0.7670,0.0002,0.1145,0.02,,,0.0024,"Rhizosolenia,Hemiaulus",0.0100,0.01,,,,0.0001,0.003,22.09,35.70,30.891,111.113,,0.26,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-30.00,160.00,98,0.0000,0.3,0.000 ,0.0665,0.0002,0.1480,0.02,,,0.0030,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.003,20.82,35.79,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-30.00,160.00,125,0.0000,0.3,0.000 ,0.2505,0.0002,0.3790,0.02,,,0.0076,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.008,20.10,35.76,824.503,151.945,,0.29,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-22,-30.00,160.00,149,0.0000,0.3,0.000 ,0.1550,0.0002,0.0249,0.02,,,0.0005,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.001,19.54,35.74,2028.490,290.356,,0.12,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-24,-27.69,162.03,5,0.1346,0.3,0.040 ,909.5450,0.0002,33.2278,0.02,,,0.8465,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.887,24.27,35.90,,,,0.09,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-24,-27.69,162.03,15,0.0000,0.3,0.000 ,593.1360,0.0002,29.6838,0.02,,,0.7123,"Rhizosolenia,Hemiaulus",0.7599,0.01,,,,0.0076,0.720,24.27,35.90,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-24,-27.69,162.03,30,8.6183,0.3,2.585 ,2008.5007,0.0002,42.5454,0.02,,,1.2526,"Rhizosolenia,Hemiaulus",0.4011,0.01,,,,0.0040,3.842,24.27,35.90,,,,0.05,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-24,-27.69,162.03,50,0.0000,0.3,0.000 ,651.8870,0.0002,11.4197,0.02,,,0.3588,,,,,,,,0.359,23.83,35.93,,,,0.13,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-24,-27.69,162.03,75,0.0000,0.3,0.000 ,208.3900,0.0002,1.0962,0.02,,,0.0636,,,,,,,,0.064,22.04,35.81,,,,0.18,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-24,-27.69,162.03,105,0.0000,0.3,0.000 ,0.2730,0.0002,0.5651,0.02,,,0.0114,,,,,,,,0.011,19.95,35.78,,,,0.31,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-24,-27.69,162.03,150,0.1347,0.3,0.040 ,0.4030,0.0002,5.5627,0.02,,,0.1113,,,,,,,,0.152,18.67,35.71,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-25,-25.38,164.01,5,0.0880,0.3,0.026 ,361.5540,0.0002,24.3169,0.02,,,0.5586,,,,,,,,0.585,25.16,35.65,20.000,65.000,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-25,-25.38,164.01,15,29.2403,0.3,8.772 ,414.2560,0.0002,13.5154,0.02,,,0.3532,"Rhizosolenia,Hemiaulus",1.8655,0.01,,,,0.0187,9.144,25.16,35.65,28.000,71.000,,0.07,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-25,-25.38,164.01,30,12.3426,0.3,3.703 ,1019.1565,0.0002,25.8166,0.02,,,0.7202,"Rhizosolenia,Hemiaulus",0.7023,0.01,,,,0.0070,4.430,25.16,35.65,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-25,-25.38,164.01,60,0.0200,0.3,0.006 ,40.5510,0.0002,3.3246,0.02,,,0.0746,,,,,,,,0.081,23.38,35.69,8.000,72.000,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-25,-25.38,164.01,80,0.0414,0.3,0.012 ,0.0900,0.0002,0.8769,0.02,,,0.0176,,,,,,,,0.030,22.10,35.73,10.000,95.000,,0.15,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-25,-25.38,164.01,115,0.0000,0.3,0.000 ,0.0500,0.0002,0.2428,0.02,,,0.0049,,,,,,,,0.005,20.72,35.75,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-25,-25.38,164.01,149,0.0100,0.3,0.003 ,0.0400,0.0002,0.1187,0.02,,,0.0024,,,,,,,,0.005,19.81,35.79,3.000,111.000,,0.20,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-28,-23.05,166.23,5,0.5157,0.3,0.155 ,111.6440,0.0002,3.6414,0.02,,,0.0952,,,,,,,,0.250,25.52,35.50,6.000,79.000,,0.13,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-28,-23.05,166.23,15,75.1250,0.3,22.537 ,204.1410,0.0002,2.2261,0.02,,,0.0854,"Rhizosolenia,Hemiaulus",1.0488,0.01,,,,0.0105,22.633,25.53,35.50,10.000,77.000,,0.13,,,,
