SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,INTEGRAL DEPTH (m),Trichodesmium Colonies (x103 m-2),Trichodesmium Free trichomes (x106 m-2),Trichodesmium Total Trichomes (x106 m-2),Trichodesmium Biomass Conversion factor (mg C/106 trichomes),Trichodesmium Biomass (mg C m-2),UCYN Cells (x106 m-2),UCYN Biomass Conversion factor (mg C/106 cells),UCYN Biomass (mg C m-2),Richelia Associated Species,Richelia Cells (x106 m-2),Richelia Biomass Conversion factor (mg C/106 cells),Calothrix Associated Species,Calothrix Cells  (x106 m-2),Calothrix Biomass Conversion factor (mg C/106 cells),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-2),Total Diazotrophic Biomass (mg C m-2),Surface Temperature (˚C),Surface Salinity (PSU),Surface Nitrate (µM),Surface Phosphate (µM),Surface Fe (nM),Chlorophyll  (mg m-2),Notes
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2000-10-08,22.03,201.17,60,,,6.7140,30,201.420,,,,,,,,,,,201.420,,,0.057,0.013,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2000-10-09,18.25,115.67,60,,,1.8320,30,54.960,,,,,,,,,,,54.960,,,0.022,0.009,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2000-10-10,22.03,117.50,60,,,5.9980,30,179.940,,,,,,,,,,,179.940,,,0.050,0.038,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2000-10-11,21.83,117.67,60,,,1.2880,30,38.640,,,,,,,,,,,38.640,,,0.029,0.023,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2000-10-12,21.25,119.50,60,,,2.1480,30,64.440,,,,,,,,,,,64.440,,,0.007,0.028,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-21,22.50,119.67,60,,,0.5660,30,16.980,,,,,,,,,,,16.980,,,0.024,0.055,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-22,21.42,117.00,60,,,0.2310,30,6.930,,,,,,,,,,,6.930,,,0.012,0.053,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-23,19.17,116.00,60,,,0.4400,30,13.200,,,,,,,,,,,13.200,,,0.009,0.057,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-24,20.25,116.50,60,,,0.0570,30,1.710,,,,,,,,,,,1.710,,,0.035,0.062,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-25,18.00,115.50,60,,,0.4190,30,12.570,,,,,,,,,,,12.570,,,0.029,0.049,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-26,18.00,117.67,60,,,0.4000,30,12.000,,,,,,,,,,,12.000,,,0.023,0.038,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-27,18.00,119.75,60,,,0.4850,30,14.550,,,,,,,,,,,14.550,,,0.010,0.006,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-28,22.42,118.58,60,,,0.2200,30,6.600,,,,,,,,,,,6.600,,,0.015,0.031,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-29,22.17,118.00,60,,,1.3610,30,40.830,,,,,,,,,,,40.830,,,0.026,0.062,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-03-30,20.25,118.67,60,,,0.3660,30,10.980,,,,,,,,,,,10.980,,,0.019,0.050,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-06-28,22.50,119.67,60,,,2.1530,30,64.590,,,,,,,,,,,64.590,,,0.008,0.038,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-06-30,22.42,118.58,60,,,1.0470,30,31.410,,,,,,,,,,,31.410,,,1.310,0.037,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-07-02,21.42,117.00,60,,,1.3340,30,40.020,,,,,,,,,,,40.020,,,0.012,0.026,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-07-04,20.25,118.67,60,,,10.8140,30,324.420,,,,,,,,,,,324.420,,,0.040,0.023,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-07-06,22.17,118.00,60,,,0.4800,30,14.400,,,,,,,,,,,14.400,,,3.010,0.036,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-10-23,20.25,116.50,60,,,2.1630,30,64.890,,,,,,,,,,,64.890,,,0.038,0.012,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-10-25,18.00,115.50,60,,,1.4520,30,43.560,,,,,,,,,,,43.560,,,0.036,0.012,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-10-27,18.00,117.67,60,,,21.3300,30,639.900,,,,,,,,,,,639.900,,,0.023,0.025,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-10-29,18.00,119.75,60,,,1.4350,30,43.050,,,,,,,,,,,43.050,,,0.018,0.010,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2001-10-31,20.25,118.67,60,,,0.6670,30,20.010,,,,,,,,,,,20.010,,,0.023,0.015,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-03-04,22.42,118.58,60,,,0.2360,30,7.080,,,,,,,,,,,7.080,,,0.470,0.080,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-03-05,21.42,117.00,60,,,0.5240,30,15.720,,,,,,,,,,,15.720,,,0.960,0.100,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-03-06,22.17,118.00,60,,,0.2790,30,8.370,,,,,,,,,,,8.370,,,0.310,0.100,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-03-07,20.25,116.50,60,,,0.1480,30,4.440,,,,,,,,,,,4.440,,,0.040,0.050,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-03-08,18.00,115.50,60,,,0.2930,30,8.790,,,,,,,,,,,8.790,,,0.030,0.050,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-03-09,18.00,117.67,60,,,1.0790,30,32.370,,,,,,,,,,,32.370,,,0.040,0.030,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-03-10,20.25,118.67,60,,,0.2200,30,6.600,,,,,,,,,,,6.600,,,1.000,0.130,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-03-11,21.42,119.47,60,,,0.8670,30,26.010,,,,,,,,,,,26.010,,,0.020,0.030,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-03-12,19.00,117.50,60,,,0.0840,30,2.520,,,,,,,,,,,2.520,,,0.080,0.070,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-07-24,18.00,119.75,60,,,0.5610,30,16.830,,,,,,,,,,,16.830,,,0.005,0.014,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-07-25,18.00,118.50,60,,,3.0840,30,92.520,,,,,,,,,,,92.520,,,0.013,0.016,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-07-26,20.50,118.50,60,,,8.2440,30,247.320,,,,,,,,,,,247.320,,,0.010,0.018,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-07-11,22.00,122.00,60,,,44.2470,30,1327.410,,,,,,,,,,,1327.410,,,0.046,0.025,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-07-14,20.50,122.50,60,,,43.1470,30,1294.410,,,,,,,,,,,1294.410,,,0.005,0.024,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-07-17,19.00,123.00,60,,,12.8800,30,386.400,,,,,,,,,,,386.400,,,0.005,0.015,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2003), doi:10.3354/meps259047, 2003",Epifluorescence Microscopy ,2002-07-20,22.00,122.50,60,,,19.5020,30,585.060,,,,,,,,,,,585.060,,,0.012,0.032,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2002-10-21,22.00,122.00,100,,,51.0870,30,1532.610,,,,,,,,,,,1532.610,,,0.046,0.025,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2002-10-21,20.50,122.50,100,,,52.0310,30,1560.930,,,,,,,,,,,1560.930,,,0.005,0.024,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2002-10-21,19.00,123.00,100,,,14.9790,30,449.370,,,,,,,,,,,449.370,,,0.005,0.015,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2002-10-21,22.00,122.50,100,,,28.2100,30,846.300,,,,,,,,,,,846.300,,,0.012,0.032,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2002-10-21,22.00,121.42,100,,,37.8250,30,1134.750,,,,,,,,,,,1134.750,,,0.020,0.032,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-22,24.00,121.80,100,,,0.4490,30,13.470,,,,,,,,,,,13.470,,,0.020,0.027,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-23,24.00,122.00,100,,,0.6140,30,18.420,,,,,,,,,,,18.420,,,0.139,0.033,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-24,24.00,122.20,100,,,3.0290,30,90.870,,,,,,,,,,,90.870,,,0.016,0.034,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-25,24.00,122.40,100,,,1.6590,30,49.770,,,,,,,,,,,49.770,,,0.014,0.033,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-26,22.17,121.17,100,,,3.5360,30,106.080,,,,,,,,,,,106.080,,,0.009,0.014,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-27,22.17,122.00,100,,,4.4780,30,134.340,,,,,,,,,,,134.340,,,0.010,0.014,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-28,21.42,121.17,100,,,2.4230,30,72.690,,,,,,,,,,,72.690,,,0.037,0.015,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-29,21.42,122.33,100,,,6.7860,30,203.580,,,,,,,,,,,203.580,,,0.019,0.019,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-30,20.25,124.00,100,,,1.0140,30,30.420,,,,,,,,,,,30.420,,,0.027,0.021,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-05-01,22.17,122.67,100,,,1.1340,30,34.020,,,,,,,,,,,34.020,,,0.013,0.025,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-08-10,21.42,121.17,100,,,2.8410,30,85.230,,,,,,,,,,,85.230,,,0.018,0.017,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-08-15,21.42,122.33,100,,,55.2690,30,1658.070,,,,,,,,,,,1658.070,,,0.020,0.022,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2006-12-20,21.42,122.33,100,,,0.4240,30,12.720,,,,,,,,,,,12.720,,,0.023,0.013,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2006-12-25,21.42,121.17,100,,,0.5580,30,16.740,,,,,,,,,,,16.740,,,0.191,0.038,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2004-02-11,18.00,115.50,100,,,0.1880,30,5.640,,,,,,,,,,,5.640,,,0.041,0.045,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2004-02-22,21.42,119.47,100,,,0.1710,30,5.130,,,,,,,,,,,5.130,,,0.050,0.086,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-12-26,18.25,115.67,100,,,0.0620,30,1.860,,,,,,,,,,,1.860,,,0.325,0.066,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2007-01-15,18.25,115.67,100,,,0.3030,30,9.090,,,,,,,,,,,9.090,,,0.010,0.041,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2004-05-05,18.25,115.67,100,,,1.1940,30,35.820,,,,,,,,,,,35.820,,,0.018,0.037,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-03-31,18.25,115.67,100,,,0.5360,30,16.080,,,,,,,,,,,16.080,,,0.016,0.016,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-25,21.42,119.47,100,,,1.2780,30,38.340,,,,,,,,,,,38.340,,,0.015,0.015,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2005-04-30,20.25,118.67,100,,,0.3900,30,11.700,,,,,,,,,,,11.700,,,0.013,0.028,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2004-06-26,21.42,119.47,100,,,4.8990,30,146.970,,,,,,,,,,,146.970,,,0.006,0.023,,,Direct depth-integrate measurements
"Chen, Y.L., National Sun Yat-sen University, yllee@faculty.nsysu.edu.tw","Chen et al. (2011), doi:10.3354/Meps08908, 2011",Epifluorescence Microscopy ,2004-06-30,20.25,118.67,100,,,5.3840,30,161.520,,,,,,,,,,,161.520,,,0.020,0.024,,,Direct depth-integrate measurements
